instrument,trial_id,gamble_id,frame,anchor,sure,hi,p,ev_ratio,template_id,safe_first,gamble_letter,prompt
p2,310,10,gain,0,111,278,0.58,1.4526,0,True,B,"You are starting from $0. You must pick one of two payment options.
Option A: a certain gain of $111
Option B: a 58% chance to gain $278 and a 42% chance to gain nothing
Pick the option you prefer."
p2,397,13,neutral,0,72,88,0.64,0.7822,3,False,A,"You are entitled to one of two outcomes.
Outcome A: receive $88 with 64% probability, and $0 with 36% probability
Outcome B: receive $72 for certain
Choose the outcome you want."
p2,1129,37,gain,0,151,252,0.68,1.1348,4,False,A,"You are starting from $0. A counterparty offers a one-time decision between two terms.
Term A: a 68% chance to gain $252 and a 32% chance to gain nothing
Term B: a certain gain of $151
Decide which term you take."
p2,626,20,mixed,186,186,266,0.63,0.901,3,True,B,"You have been given $186 up front. You are entitled to one of two outcomes.
Outcome A: keep your $186 with no change
Outcome B: a 63% chance to rise to $266 (a gain of $80) and a 37% chance to drop to $0 (a loss of $186)
Choose the outcome you want."
p2,662,22,neutral,0,81,163,0.72,1.4489,1,True,B,"Two arrangements are available and you take exactly one.
Arrangement A: receive $81 for certain
Arrangement B: receive $163 with 72% probability, and $0 with 28% probability
Which arrangement do you take?"
p2,943,31,gain,0,51,151,0.29,0.8586,1,False,A,"You are starting from $0. Two arrangements are available and you take exactly one.
Arrangement A: a 29% chance to gain $151 and a 71% chance to gain nothing
Arrangement B: a certain gain of $51
Which arrangement do you take?"
p2,186,6,neutral,0,94,101,0.71,0.7629,3,True,B,"You are entitled to one of two outcomes.
Outcome A: receive $94 for certain
Outcome B: receive $101 with 71% probability, and $0 with 29% probability
Choose the outcome you want."
p2,274,9,neutral,0,49,153,0.26,0.8118,2,True,B,"Consider the following pair and select one.
Alternative A: receive $49 for certain
Alternative B: receive $153 with 26% probability, and $0 with 74% probability
Select the alternative you would rather have."
p2,503,16,mixed,139,139,234,0.6,1.0101,1,False,A,"You have been given $139 up front. Two arrangements are available and you take exactly one.
Arrangement A: a 60% chance to rise to $234 (a gain of $95) and a 40% chance to drop to $0 (a loss of $139)
Arrangement B: keep your $139 with no change
Which arrangement do you take?"
p2,983,32,mixed,131,131,236,0.57,1.0269,1,False,A,"You have been given $131 up front. Two arrangements are available and you take exactly one.
Arrangement A: a 57% chance to rise to $236 (a gain of $105) and a 43% chance to drop to $0 (a loss of $131)
Arrangement B: keep your $131 with no change
Which arrangement do you take?"
p2,937,31,neutral,0,51,151,0.29,0.8586,3,False,A,"You are entitled to one of two outcomes.
Outcome A: receive $151 with 29% probability, and $0 with 71% probability
Outcome B: receive $51 for certain
Choose the outcome you want."
p2,765,25,gain,0,124,207,0.76,1.2687,2,False,A,"You are starting from $0. Consider the following pair and select one.
Alternative A: a 76% chance to gain $207 and a 24% chance to gain nothing
Alternative B: a certain gain of $124
Select the alternative you would rather have."
p2,1034,34,gain,0,52,96,0.63,1.1631,2,True,B,"You are starting from $0. Consider the following pair and select one.
Alternative A: a certain gain of $52
Alternative B: a 63% chance to gain $96 and a 37% chance to gain nothing
Select the alternative you would rather have."
p2,959,31,mixed,51,51,151,0.29,0.8586,4,False,A,"You have been given $51 up front. A counterparty offers a one-time decision between two terms.
Term A: a 29% chance to rise to $151 (a gain of $100) and a 71% chance to drop to $0 (a loss of $51)
Term B: keep your $51 with no change
Decide which term you take."
p2,272,9,neutral,0,49,153,0.26,0.8118,1,True,B,"Two arrangements are available and you take exactly one.
Arrangement A: receive $49 for certain
Arrangement B: receive $153 with 26% probability, and $0 with 74% probability
Which arrangement do you take?"
p2,368,12,neutral,0,164,541,0.38,1.2535,4,True,B,"A counterparty offers a one-time decision between two terms.
Term A: receive $164 for certain
Term B: receive $541 with 38% probability, and $0 with 62% probability
Decide which term you take."
p2,279,9,neutral,0,49,153,0.26,0.8118,4,False,A,"A counterparty offers a one-time decision between two terms.
Term A: receive $153 with 26% probability, and $0 with 74% probability
Term B: receive $49 for certain
Decide which term you take."
p2,522,17,gain,0,117,362,0.42,1.2995,1,True,B,"You are starting from $0. Two arrangements are available and you take exactly one.
Arrangement A: a certain gain of $117
Arrangement B: a 42% chance to gain $362 and a 58% chance to gain nothing
Which arrangement do you take?"
p2,1130,37,mixed,151,151,252,0.68,1.1348,0,True,B,"You have been given $151 up front. You must pick one of two payment options.
Option A: keep your $151 with no change
Option B: a 68% chance to rise to $252 (a gain of $101) and a 32% chance to drop to $0 (a loss of $151)
Pick the option you prefer."
p2,332,11,neutral,0,54,68,0.81,1.02,1,True,B,"Two arrangements are available and you take exactly one.
Arrangement A: receive $54 for certain
Arrangement B: receive $68 with 81% probability, and $0 with 19% probability
Which arrangement do you take?"
p2,737,24,gain,0,168,214,0.76,0.9681,3,False,A,"You are starting from $0. You are entitled to one of two outcomes.
Outcome A: a 76% chance to gain $214 and a 24% chance to gain nothing
Outcome B: a certain gain of $168
Choose the outcome you want."
p2,60,2,neutral,0,162,661,0.26,1.0609,0,True,B,"You must pick one of two payment options.
Option A: receive $162 for certain
Option B: receive $661 with 26% probability, and $0 with 74% probability
Pick the option you prefer."
p2,297,9,mixed,49,49,153,0.26,0.8118,3,False,A,"You have been given $49 up front. You are entitled to one of two outcomes.
Outcome A: a 26% chance to rise to $153 (a gain of $104) and a 74% chance to drop to $0 (a loss of $49)
Outcome B: keep your $49 with no change
Choose the outcome you want."
p2,35,1,neutral,0,58,116,0.66,1.32,2,False,A,"Consider the following pair and select one.
Alternative A: receive $116 with 66% probability, and $0 with 34% probability
Alternative B: receive $58 for certain
Select the alternative you would rather have."
p2,386,12,mixed,164,164,541,0.38,1.2535,3,True,B,"You have been given $164 up front. You are entitled to one of two outcomes.
Outcome A: keep your $164 with no change
Outcome B: a 38% chance to rise to $541 (a gain of $377) and a 62% chance to drop to $0 (a loss of $164)
Choose the outcome you want."
p2,280,9,gain,0,49,153,0.26,0.8118,0,True,B,"You are starting from $0. You must pick one of two payment options.
Option A: a certain gain of $49
Option B: a 26% chance to gain $153 and a 74% chance to gain nothing
Pick the option you prefer."
p2,1073,35,mixed,91,91,133,0.68,0.9938,1,False,A,"You have been given $91 up front. Two arrangements are available and you take exactly one.
Arrangement A: a 68% chance to rise to $133 (a gain of $42) and a 32% chance to drop to $0 (a loss of $91)
Arrangement B: keep your $91 with no change
Which arrangement do you take?"
p2,181,6,neutral,0,94,101,0.71,0.7629,0,False,A,"You must pick one of two payment options.
Option A: receive $101 with 71% probability, and $0 with 29% probability
Option B: receive $94 for certain
Pick the option you prefer."
p2,925,30,mixed,149,149,447,0.26,0.78,2,False,A,"You have been given $149 up front. Consider the following pair and select one.
Alternative A: a 26% chance to rise to $447 (a gain of $298) and a 74% chance to drop to $0 (a loss of $149)
Alternative B: keep your $149 with no change
Select the alternative you would rather have."
p2,493,16,gain,0,139,234,0.6,1.0101,1,False,A,"You are starting from $0. Two arrangements are available and you take exactly one.
Arrangement A: a 60% chance to gain $234 and a 40% chance to gain nothing
Arrangement B: a certain gain of $139
Which arrangement do you take?"
p2,723,24,neutral,0,168,214,0.76,0.9681,1,False,A,"Two arrangements are available and you take exactly one.
Arrangement A: receive $214 with 76% probability, and $0 with 24% probability
Arrangement B: receive $168 for certain
Which arrangement do you take?"
p2,1198,39,mixed,178,178,567,0.32,1.0193,4,True,B,"You have been given $178 up front. A counterparty offers a one-time decision between two terms.
Term A: keep your $178 with no change
Term B: a 32% chance to rise to $567 (a gain of $389) and a 68% chance to drop to $0 (a loss of $178)
Decide which term you take."
p2,208,6,mixed,94,94,101,0.71,0.7629,4,True,B,"You have been given $94 up front. A counterparty offers a one-time decision between two terms.
Term A: keep your $94 with no change
Term B: a 71% chance to rise to $101 (a gain of $7) and a 29% chance to drop to $0 (a loss of $94)
Decide which term you take."
p2,406,13,gain,0,72,88,0.64,0.7822,3,True,B,"You are starting from $0. You are entitled to one of two outcomes.
Outcome A: a certain gain of $72
Outcome B: a 64% chance to gain $88 and a 36% chance to gain nothing
Choose the outcome you want."
p2,697,23,neutral,0,91,626,0.23,1.5822,3,False,A,"You are entitled to one of two outcomes.
Outcome A: receive $626 with 23% probability, and $0 with 77% probability
Outcome B: receive $91 for certain
Choose the outcome you want."
p2,761,25,gain,0,124,207,0.76,1.2687,0,False,A,"You are starting from $0. You must pick one of two payment options.
Option A: a 76% chance to gain $207 and a 24% chance to gain nothing
Option B: a certain gain of $124
Pick the option you prefer."
p2,1190,39,mixed,178,178,567,0.32,1.0193,0,True,B,"You have been given $178 up front. You must pick one of two payment options.
Option A: keep your $178 with no change
Option B: a 32% chance to rise to $567 (a gain of $389) and a 68% chance to drop to $0 (a loss of $178)
Pick the option you prefer."
p2,985,32,mixed,131,131,236,0.57,1.0269,2,False,A,"You have been given $131 up front. Consider the following pair and select one.
Alternative A: a 57% chance to rise to $236 (a gain of $105) and a 43% chance to drop to $0 (a loss of $131)
Alternative B: keep your $131 with no change
Select the alternative you would rather have."
p2,7,0,neutral,0,186,984,0.26,1.3755,3,False,A,"You are entitled to one of two outcomes.
Outcome A: receive $984 with 26% probability, and $0 with 74% probability
Outcome B: receive $186 for certain
Choose the outcome you want."
p2,1062,35,gain,0,91,133,0.68,0.9938,1,True,B,"You are starting from $0. Two arrangements are available and you take exactly one.
Arrangement A: a certain gain of $91
Arrangement B: a 68% chance to gain $133 and a 32% chance to gain nothing
Which arrangement do you take?"
p2,749,24,mixed,168,168,214,0.76,0.9681,4,False,A,"You have been given $168 up front. A counterparty offers a one-time decision between two terms.
Term A: a 76% chance to rise to $214 (a gain of $46) and a 24% chance to drop to $0 (a loss of $168)
Term B: keep your $168 with no change
Decide which term you take."
p2,690,23,neutral,0,91,626,0.23,1.5822,0,True,B,"You must pick one of two payment options.
Option A: receive $91 for certain
Option B: receive $626 with 23% probability, and $0 with 77% probability
Pick the option you prefer."
p2,996,33,neutral,0,142,446,0.53,1.6646,3,True,B,"You are entitled to one of two outcomes.
Outcome A: receive $142 for certain
Outcome B: receive $446 with 53% probability, and $0 with 47% probability
Choose the outcome you want."
p2,846,28,neutral,0,132,181,0.76,1.0421,3,True,B,"You are entitled to one of two outcomes.
Outcome A: receive $132 for certain
Outcome B: receive $181 with 76% probability, and $0 with 24% probability
Choose the outcome you want."
p2,57,1,mixed,58,58,116,0.66,1.32,3,False,A,"You have been given $58 up front. You are entitled to one of two outcomes.
Outcome A: a 66% chance to rise to $116 (a gain of $58) and a 34% chance to drop to $0 (a loss of $58)
Outcome B: keep your $58 with no change
Choose the outcome you want."
p2,1182,39,gain,0,178,567,0.32,1.0193,1,True,B,"You are starting from $0. Two arrangements are available and you take exactly one.
Arrangement A: a certain gain of $178
Arrangement B: a 32% chance to gain $567 and a 68% chance to gain nothing
Which arrangement do you take?"
